# weak scaling results
# series=w100k
P,iter,rank,comm_us,comp_us,total_us,gflops,nnz
1,0,0,0.95367431640625,90.5990600585938,91.552734375,2.18453333333333,100000
1,1,0,0.476837158203125,96.7979431152344,97.2747802734375,2.05603137254902,100000
1,2,0,0.715255737304688,90.1222229003906,90.8374786376953,2.2017343832021,100000
1,3,0,0.238418579101562,90.1222229003906,90.3606414794922,2.21335303430079,100000
1,4,0,0.238418579101562,90.1222229003906,90.3606414794922,2.21335303430079,100000
1,5,0,0.238418579101562,90.1222229003906,90.3606414794922,2.21335303430079,100000
1,6,0,0.238418579101562,89.8838043212891,90.1222229003906,2.21920846560847,100000
1,7,0,0.238418579101562,90.1222229003906,90.3606414794922,2.21335303430079,100000
1,8,0,0.238418579101562,89.8838043212891,90.1222229003906,2.21920846560847,100000
1,9,0,0.238418579101562,90.3606414794922,90.5990600585938,2.20752842105263,100000
2,0,0,26.702880859375,447.750091552734,474.452972412109,0.843076180904523,200000
2,1,0,25.7492065429688,438.928604125977,464.677810668945,0.860811493073371,200000
2,2,0,25.7492065429688,446.319580078125,472.068786621094,0.847334141414141,200000
2,3,0,25.2723693847656,438.690185546875,463.962554931641,0.862138540596095,200000
2,4,0,24.7955322265625,446.319580078125,471.115112304688,0.849049392712551,200000
2,5,0,24.7955322265625,437.736511230469,462.532043457031,0.864804948453608,200000
2,6,0,25.0339508056641,445.842742919922,470.876693725586,0.84947929113924,200000
2,7,0,25.7492065429688,442.981719970703,468.730926513672,0.853368056968464,200000
2,8,0,25.7492065429688,445.60432434082,471.353530883789,0.848619929185635,200000
2,9,0,24.7955322265625,442.743301391602,467.538833618164,0.855543906170321,200000
2,0,1,24.7955322265625,475.406646728516,500.202178955078,0.79967664442326,200000
2,1,1,25.0339508056641,463.247299194336,488.28125,0.8192,200000
2,2,1,24.7955322265625,465.869903564453,490.665435791016,0.815219436345967,200000
2,3,1,24.5571136474609,462.770462036133,487.327575683594,0.82080313111546,200000
2,4,1,24.0802764892578,469.207763671875,493.288040161133,0.810885258579024,200000
2,5,1,24.5571136474609,463.962554931641,488.519668579102,0.818800195217179,200000
2,6,1,24.5571136474609,471.353530883789,495.91064453125,0.806596923076923,200000
2,7,1,25.0339508056641,466.108322143555,491.142272949219,0.814427961165049,200000
2,8,1,24.7955322265625,471.830368041992,496.625900268555,0.805435237638022,200000
2,9,1,23.8418579101562,467.777252197266,491.619110107422,0.813638021338506,200000
4,0,0,57.220458984375,336.408615112305,393.62907409668,2.03237019987886,400000
4,1,0,57.6972961425781,329.971313476562,387.668609619141,2.06361820418204,400000
4,2,0,59.1278076171875,331.640243530273,390.768051147461,2.04725027455766,400000
4,3,0,60.0814819335938,335.693359375,395.774841308594,2.0213513253012,400000
4,4,0,57.220458984375,332.117080688477,389.337539672852,2.05477232088181,400000
4,5,0,57.9357147216797,331.640243530273,389.575958251953,2.05351481028152,400000
4,6,0,59.3662261962891,336.885452270508,396.251678466797,2.01891889290012,400000
4,7,0,59.6046447753906,327.825546264648,387.430191040039,2.06488812307692,400000
4,8,0,59.3662261962891,336.885452270508,396.251678466797,2.01891889290012,400000
4,9,0,59.6046447753906,334.262847900391,393.867492675781,2.03113995157385,400000
4,0,1,65.0882720947266,331.401824951172,396.490097045898,2.01770487071557,400000
4,1,1,66.0419464111328,330.448150634766,396.490097045898,2.01770487071557,400000
4,2,1,62.9425048828125,324.010848999023,386.953353881836,2.06743265557609,400000
4,3,1,64.6114349365234,333.786010742188,398.397445678711,2.00804500299222,400000
4,4,1,63.8961791992188,330.448150634766,394.344329833984,2.02868391777509,400000
4,5,1,62.9425048828125,330.924987792969,393.867492675781,2.03113995157385,400000
4,6,1,63.1809234619141,333.786010742188,396.966934204102,2.0152812012012,400000
4,7,1,64.1345977783203,329.732894897461,393.867492675781,2.03113995157385,400000
4,8,1,63.1809234619141,333.547592163086,396.728515625,2.01649230769231,400000
4,9,1,63.6577606201172,330.448150634766,394.105911254883,2.02991119177253,400000
4,0,2,64.849853515625,334.978103637695,399.82795715332,2.00086058437686,400000
4,1,2,65.8035278320312,334.978103637695,400.781631469727,1.9960994646044,400000
4,2,2,62.9425048828125,323.772430419922,386.714935302734,2.06870727496917,400000
4,3,2,64.1345977783203,333.786010742188,397.920608520508,2.01045128819653,400000
4,4,2,65.0882720947266,326.633453369141,391.721725463867,2.04226609860012,400000
4,5,2,63.6577606201172,329.971313476562,393.62907409668,2.03237019987886,400000
4,6,2,65.0882720947266,355.243682861328,420.331954956055,1.90325762904141,400000
4,7,2,64.3730163574219,341.415405273438,405.788421630859,1.97147074030552,400000
4,8,2,63.1809234619141,329.256057739258,392.436981201172,2.03854386391252,400000
4,9,2,65.0882720947266,330.686569213867,395.774841308594,2.0213513253012,400000
4,0,3,66.2803649902344,313.758850097656,380.039215087891,2.10504592220828,400000
4,1,3,66.0419464111328,315.189361572266,381.231307983398,2.09846353971232,400000
4,2,3,65.3266906738281,306.844711303711,372.171401977539,2.14954721332479,400000
4,3,3,67.2340393066406,315.189361572266,382.423400878906,2.09192219451372,400000
4,4,3,65.5651092529297,309.70573425293,375.270843505859,2.13179364675985,400000
4,5,3,66.9956207275391,309.944152832031,376.93977355957,2.12235496521189,400000
4,6,3,64.849853515625,310.420989990234,375.270843505859,2.13179364675985,400000
4,7,3,65.8035278320312,306.129455566406,371.932983398438,2.15092512820513,400000
4,8,3,64.849853515625,316.143035888672,380.992889404297,2.09977672090113,400000
4,9,3,66.0419464111328,311.136245727539,377.178192138672,2.12101340075853,400000
