# matrix=cavity07
# rows=1182
# nnz_total=32747
# nnz_per_row=27.7047
P,iter,rank,comm_us,comp_us,total_us,gflops,nnz
1,0,0,0.95367431640625,31.4712524414062,32.4249267578125,2.01986578070588,32747
1,1,0,0.238418579101562,30.9944152832031,31.2328338623047,2.09695989447328,32747
1,2,0,0.238418579101562,31.2328338623047,31.4712524414062,2.08107383466667,32747
1,3,0,0.238418579101562,30.9944152832031,31.2328338623047,2.09695989447328,32747
1,4,0,0.238418579101562,30.7559967041016,30.9944152832031,2.1130903552,32747
1,5,0,0.238418579101562,30.9944152832031,31.2328338623047,2.09695989447328,32747
1,6,0,0.238418579101562,30.9944152832031,31.2328338623047,2.09695989447328,32747
1,7,0,0,30.9944152832031,30.9944152832031,2.1130903552,32747
1,8,0,0.238418579101562,37.1932983398438,37.4317169189453,1.74969265080255,32747
1,9,0,0,31.2328338623047,31.2328338623047,2.09695989447328,32747
2,0,0,2.38418579101562,19.3119049072266,21.6960906982422,3.01870050742857,32747
2,1,0,1.9073486328125,16.9277191162109,18.8350677490234,3.47723729336709,32747
2,2,0,1.9073486328125,16.4508819580078,18.3582305908203,3.56755514514286,32747
2,3,0,1.9073486328125,16.2124633789062,18.1198120117188,3.61449666021053,32747
2,4,0,1.66893005371094,15.9740447998047,17.6429748535156,3.71218575913514,32747
2,5,0,1.9073486328125,15.9740447998047,17.8813934326172,3.66268994901333,32747
2,6,0,1.9073486328125,15.7356262207031,17.6429748535156,3.71218575913514,32747
2,7,0,1.9073486328125,15.9740447998047,17.8813934326172,3.66268994901333,32747
2,8,0,1.9073486328125,15.7356262207031,17.6429748535156,3.71218575913514,32747
2,9,0,4.05311584472656,15.7356262207031,19.7887420654297,3.30965959248193,32747
2,0,1,2.14576721191406,19.5503234863281,21.6960906982422,3.01870050742857,32747
2,1,1,1.66893005371094,17.1661376953125,18.8350677490234,3.47723729336709,32747
2,2,1,1.66893005371094,16.6893005371094,18.3582305908203,3.56755514514286,32747
2,3,1,1.66893005371094,16.4508819580078,18.1198120117188,3.61449666021053,32747
